parameter_code,category,entity,current_code_value,unit,source_value_or_range,source_status,source_type,value_match_to_source,source_reference,source_url,formula_or_derivation,notes,enzyme,reaction_id,substrate,value_error,error_unit,model_usage,original_file,record_id,name_zh,meaning_zh,evidence_grade,v9_value,v9_unit,v9_input_mode,v9_active,v9_model_usage,etot_scan_scope,scan_method,scan_values,scan_unit,baseline_capacity,capacity_unit,capacity_formula,v9_change,v9_validation_source,report_note_zh
sim.productionStopTolerance,simulation_setting,LimoneneCOBRA009,1e-9,mmol/gDW/h,1e-9,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,低於此絕對通量時可視為沒有生產。,,,,,,New V9 row,V9 design specification,P105,無生產通量閾值,低於此絕對通量時可視為沒有生產。,D,1e-9,mmol/gDW/h,scenario_default_and_override,conditional,僅開啟無生產停止時使用。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,低於此絕對通量時可視為沒有生產。
sim.productionStopConsecutiveSteps,simulation_setting,LimoneneCOBRA009,1,count,1,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,達到此連續步數後才可停止。,,,,,,New V9 row,V9 design specification,P106,連續無生產步數,達到此連續步數後才可停止。,D,1,count,scenario_default_and_override,conditional,僅開啟無生產停止時使用。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,達到此連續步數後才可停止。
sim.productionStopGraceTime_h,simulation_setting,LimoneneCOBRA009,0.25,h,0.25,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,等於 sim.timeStep_h,誘導後至少等待一個時間步再判定無生產。,,,,,,New V9 row,V9 design specification,P107,誘導後停止寬限時間,誘導後至少等待一個時間步再判定無生產。,D,0.25,h,scenario_default_and_override,conditional,僅開啟無生產停止時使用。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,誘導後至少等待一個時間步再判定無生產。
scan.factors,scan_setting,LimoneneCOBRA009,0.01;0.1;1;10;100,factor_list,0.01;0.1;1;10;100,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,相對各酵素基準 Etot 的五個數量級倍率。,,,,,,New V9 row,V9 design specification,P108,Etot 掃描倍率,相對各酵素基準 Etot 的五個數量級倍率。,D,0.01;0.1;1;10;100,factor_list,scenario_default_and_override,true,產生四種酵素的五點廣域掃描。,phase1_OAT_active,log-scale,0.01;0.1;1;10;100,factor,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,相對各酵素基準 Etot 的五個數量級倍率。
scan.design,scan_setting,LimoneneCOBRA009,OAT,text,OAT,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,一次只改一種酵素，其餘維持基準值。,,,,,,New V9 row,V9 design specification,P109,第一階段掃描設計,一次只改一種酵素，其餘維持基準值。,D,OAT,text,scenario_default_and_override,true,控制案例產生方式。,phase1_OAT_active,one-at-a-time; baseline reused,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,一次只改一種酵素，其餘維持基準值。
scan.uniqueRuns,scan_setting,LimoneneCOBRA009,17,count,17,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,1 + 4 enzymes × (5 levels − 1 baseline) = 17,一個基準案例加四種酵素各四個非基準案例。,,,,,,New V9 row,V9 design specification,P110,第一階段不重複案例數,一個基準案例加四種酵素各四個非基準案例。,D,17,count,derived,true,預期 dFBA 執行數。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,一個基準案例加四種酵素各四個非基準案例。
scan.fineGridPoints,scan_setting,LimoneneCOBRA009,5,count,5,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,若轉折位於兩個數量級之間，再以五點 logspace 精掃。,,,,,,New V9 row,V9 design specification,P111,第二階段精掃點數,若轉折位於兩個數量級之間，再以五點 logspace 精掃。,D,5,count,scenario_default_and_override,true,後續局部辨識。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,若轉折位於兩個數量級之間，再以五點 logspace 精掃。
analysis.capacityUtilizationThreshold,analysis_rule,LimoneneCOBRA009,0.95,fraction,0.95,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,反應通量/容量大於此值時視為接近滿載。,,,,,,New V9 row,V9 design specification,P112,容量滿載判定,反應通量/容量大於此值時視為接近滿載。,D,0.95,fraction,scenario_default_and_override,true,判斷酵素容量是否構成瓶頸。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,反應通量/容量大於此值時視為接近滿載。
analysis.sufficientYieldFraction,analysis_rule,LimoneneCOBRA009,0.95,fraction,0.95,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,產量達掃描最大值的 95% 時視為接近平台。,,,,,,New V9 row,V9 design specification,P113,最低充分 Etot 產量門檻,產量達掃描最大值的 95% 時視為接近平台。,D,0.95,fraction,scenario_default_and_override,true,定義模型上的最低充分 Etot。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,產量達掃描最大值的 95% 時視為接近平台。
analysis.marginalGainThreshold,analysis_rule,LimoneneCOBRA009,0.05,fraction,0.05,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,再提高一級 Etot 的產量改善低於 5% 時視為效益有限。,,,,,,New V9 row,V9 design specification,P114,邊際改善門檻,再提高一級 Etot 的產量改善低於 5% 時視為效益有限。,D,0.05,fraction,scenario_default_and_override,true,辨識平台區。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,再提高一級 Etot 的產量改善低於 5% 時視為效益有限。
analysis.trendMethod,analysis_rule,LimoneneCOBRA009,pchip(log10(Etot)),text,pchip(log10(Etot)),scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,在 log10(Etot) 空間用形狀保持插值建立趨勢。,,,,,,New V9 row,V9 design specification,P115,Etot–產量趨勢方法,在 log10(Etot) 空間用形狀保持插值建立趨勢。,D,pchip(log10(Etot)),text,scenario_default_and_override,true,避免五點資料被高次多項式過度擬合。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,在 log10(Etot) 空間用形狀保持插值建立趨勢。
analysis.inverseFitMetric,analysis_rule,LimoneneCOBRA009,weighted_NRMSE,text,weighted_NRMSE,scenario_value,v9_design_default,not_applicable,"LimoneneCOBRA008.m / dynamicFBA_T7simple003.m baseline, revised for V9",,,同時比較檸檬烯、生物質量與甘油時間序列的加權標準化誤差。,,,,,,New V9 row,V9 design specification,P116,實驗反推損失函數,同時比較檸檬烯、生物質量與甘油時間序列的加權標準化誤差。,D,weighted_NRMSE,text,scenario_default_and_override,true,把未來實驗資料對應到 effective Etot。,,,,,,,,V9 新增並集中登錄。,LimoneneCOBRA008.m；dynamicFBA_T7simple003.m；V9 Etot 掃描設計,同時比較檸檬烯、生物質量與甘油時間序列的加權標準化誤差。
sim.growthFloorReference,simulation_setting,LimoneneCOBRA009,currentStepMax,text,currentStepMax,scenario_value,v9_design_default,not_applicable,LimoneneCOBRA009.m / dynamicFBA_T7simple003.m corrected Version 9,,growthFloor = minGrowthFrac × availableMuMax(current dFBA step),誘導後生長下限以每個 dFBA 步驟在當下培養基、攝取上限與 T7 burden 下可達的最大生長率為基準。,,biomass objective,,,,New V9 correction,Corrected Version 9 design,P117,生長下限參考模式,決定誘導後最低生長比例要乘上當下可達最大生長率，或沿用初始誘導前最大生長率。,D,currentStepMax,text,scenario_default_and_override,true,每一步先求 availableMuMax，再乘 minGrowthFrac；避免固定初始 muMax 使誘導後生產問題不可行。,,,,,,,,新增 currentStepMax 預設；preInductionMuMax 僅保留為 legacy 模式。,LimoneneCOBRA009.m；dynamicFBA_T7simple003.m corrected Version 9,預設 currentStepMax；只有明確指定 preInductionMuMax 才使用舊邏輯。
